journal_id,journal_name,issn,eissn,quality_rank,abdc_for,abdc_match_method,abdc_match_status,abdc_list_version,impact_factor,five_year_impact_factor,jcr_year,jcr_journal_id,clarivate_match_method,clarivate_match_status,impact_factor_status,clarivate_retrieved_at,publication_count
journal-9913e5f031726856,Journal of Accounting and Organizational Change,1832-5912,1839-5473,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-5bb132869dfd9ca7,Journal of Accounting and Public Policy,0278-4254,1873-2070,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,18
journal-d6d2d67438980f67,Journal of Accounting Education,0748-5751,1873-1996,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-7739ea268059f0c8,Journal of Accounting Literature,0737-4607,2452-1469,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,9
journal-342449812d0e996f,Journal of Accounting Research,1475-679X,,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e6023b77b8c2a737,Journal of Accounting Research,0021-8456,1475-679X,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,12
journal-a0f5fa217325b5e0,"Journal of Accounting, Auditing and Finance",0148-558X,2160-4061,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,7
journal-9f721391c92ca7f3,Journal of Agricultural and Applied Economics,1074-0708,1074-0708,C,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c3417ad114436cfd,Journal of Alternative Investments,1520-3255,,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-30ab21e34013fcb4,Journal of Applied Accounting Research,0967-5426,1758-8855,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-05dbd7f853555db1,Journal of Applied Business Research (JABR),0892-7626,2157-8834,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-87b3f41b529db1ee,Journal of applied corporate finance,1078-1196,1745-6622,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-0a7960d8adc81841,Journal of Applied Econometrics,0883-7252,1099-1255,A*,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3268656388c6fc6b,Journal of Applied Management Accounting Research,1443-9905,,C,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f86746e7f8460d66,Journal of Asia Business Studies,1558-7894,1559-2243,C,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-8aa2932bae76c5e9,Journal of Asia-Pacific Business,1059-9231,1528-6940,C,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b921f15e548c4c6e,Journal of Asian Business and Economic Studies,2615-9112,,B,3801,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-1e23db12ab5ff424,Journal of Asian Economics,1049-0078,1873-7927,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-70d0385ac12e5d06,Journal of Asian Finance Economics and Business,2288-4637,2288-4645,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-d702f8f86bcec755,Journal of Asset Management,1470-8272,1479-179X,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b59a21970d362887,Journal of Banking & Finance,1872-6372,,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-56595d5c4f7c9d58,Journal of Banking & Finance,0378-4266,1872-6372,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,30
journal-b195a0253e850a59,Journal of Behavioral and Experimental Finance,2214-6350,2214-6369,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-b0308fd22cafed52,Journal of Behavioral and Experimental Finance,2214-6369,2214-6369,A,3502,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-59555370880db610,Journal of Behavioral Finance,1520-8834,1532-7760,A,3502,exact normalized journal title,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-07650ea4fc153d33,Journal of Behavioral Finance,1542-7560,1532-7760,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3c000949d288a97c,Journal of Behavioral Medicine,0160-7715,1573-3521,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-24ef1980ca3a36d9,Journal of business & economic statistics,1537-2707,1537-2707,A*,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-57e2ef1966b41e69,Journal of Business & Industrial Marketing,0885-8624,2052-1189,A,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a796ad1ffc0b02bf,Journal of Business and Policy Research,1449-387X,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ca564837366ee926,Journal of Business Ethics,0167-4544,1573-0697,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,9
journal-05c764ff150fea87,Journal of Business Finance & Accounting,0306-686X,1468-5957,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-b7ba9015cf9f64cd,Journal of Business Research,0148-2963,1873-7978,A,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-880e48091c9f27c8,Journal of Business-to-Business Marketing,1051-712X,1547-0628,B,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b20f453ffc06ddf1,Journal of Cleaner Production,0959-6526,1879-1786,C,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-4d4c47559e0dd499,Journal of Clinical Epidemiology,0895-4356,1878-5921,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3732538fb2cb4ddb,Journal of Clinical Investigation,0021-9738,1558-8238,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6fb866b41be62259,Journal of Commodity Markets,2405-8513,2405-8513,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-44b2741cfb1c6c03,Journal of Commodity Markets,2405-8505,2405-8513,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5dae3d32b3580632,Journal of Community Health,0094-5145,1573-3610,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c9a5c1fe6778bfa3,Journal of Computer Information Systems,0022-0310,2380-2057,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e7a7b3995ebccd07,Journal of Computer Information Systems,0887-4417,2380-2057,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-47ba89b6b73d5381,Journal of Computer Research and Development,1000-1239,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-68f380e11cc62e96,Journal of Consumer Affairs,0022-0078,1745-6606,A,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-34d0ed8d4f91a7ea,Journal of Consumer Affairs,1745-6606,1745-6606,A,3506,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ec6268d983296ca8,Journal of Contemporary Accounting and Economics,1815-5669,2352-3298,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-a152317a5f791834,Journal of Corporate Citizenship,1470-5001,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8d5a38ac62fad550,Journal of Corporate Finance,0929-1199,1872-6313,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,13
journal-ea1a575395331fca,Journal of Cultural Economics,0885-2545,1573-6997,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-1eca1a9839380d7e,Journal of Econometrics,0304-4076,1872-6895,A*,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-07946ab76de260eb,Journal of Economic and Social Measurement,0747-9662,1875-8932,C,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-48caa2477800976c,Journal of Economic Behavior and Organization,0167-2681,1879-1751,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-c790ed5da95d3178,Journal of Economic Dynamics and Control,0165-1889,1879-1743,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-587cab8f6f002caf,Journal of Economic Policy Reform,1748-7870,1748-7889,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a5111c3f3d17849a,Journal of Economic Psychology,0167-4870,1872-7719,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-b10f1a8a56ef7db9,Journal of Economic Surveys,1467-6419,1467-6419,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-3d0620fe4094570d,Journal of Economic Surveys,0950-0804,1467-6419,A,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8c74278beb72386f,Journal of Economics and Business,0148-6195,1879-1735,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-9955844c80184da7,Journal of Emerging Technologies in Accounting,1554-1908,1558-7940,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-ffa7c44ee35f7e6b,Journal of Empirical Finance,0927-5398,1879-1727,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-3d96774dc49e716d,Journal of Environmental Management,0301-4797,1095-8630,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-95e4846ef375c0cf,Journal of Experimental Psychology Learning Memory and Cognition,0278-7393,1939-1285,A,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-246b408f2eb99640,Journal of Family and Economic Issues,1058-0476,1573-3475,B,3899,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-15511f76edd5803d,Journal of Financial and Quantitative Analysis,0022-1090,1756-6916,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-17a5b48c197f59d7,Journal of Financial Crime,1359-0790,,B,4801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-b2d24564df33169b,Journal of Financial Econometrics,1479-8409,1479-8417,A*,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-157f63ef3032f629,Journal of Financial Economics,0304-405X,1879-2774,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,12
journal-617e824113ed316b,Journal of Financial Intermediation,1042-9573,1096-0473,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-eabfec8f426a1ca7,Journal of Financial Literacy and Wellbeing,2753-3212,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f4472dbf14c32a72,Journal of financial markets,1386-4181,1878-576X,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-054a4d9f368d05b7,Journal of Financial Research,0270-2592,1475-6803,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,10
journal-21a72b72d408d39f,Journal of Financial Services Research,0920-8550,1573-0735,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-8baaaa0c0acded47,Journal of Financial Stability,1572-3089,1878-0962,A*,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-546eb8093df47568,Journal of Fixed Income,1059-8596,,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-73814f9573b1857d,Journal of Forecasting,0277-6693,1099-131X,A,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-1ccafa61344c8543,Journal of Futures Markets,0270-7314,1096-9934,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,23
journal-51ea29b86cbc6c59,Journal of Gambling Studies,1050-5350,1573-3602,A,3504,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-03656f1af73044b1,Journal of Health Care for the Poor and Underserved,1049-2089,1548-6869,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3ed9d071fef6439d,Journal of Health Politics Policy and Law,0361-6878,1527-1927,A,3599,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-2a85f79a2764c171,Journal of Higher Education Policy and Management,1360-080X,,B,3505,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9b63e05291935414,Journal of Information Systems,0888-7985,1558-7959,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-e0cc73dcea236714,Journal of Information Technology,0268-3962,1466-4437,A*,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-cc9490a7a75a3871,Journal of Inherited Metabolic Disease,0141-8955,2192-8312,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-edc5972255bd8e49,Journal of Intellectual Capital,1469-1930,1758-7468,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,6
journal-c89e7df6b9764739,"Journal of International Accounting, Auditing and Taxation",1061-9518,1879-1603,B,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-6b639ea4a873be93,Journal of International Business Education,1649-4946,,C,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-30fb400e16f3b78c,Journal of International Business Studies,0047-2506,1478-6990,A*,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-022b6a58f0f5787e,Journal of International Crisis and Risk Communication Research,2576-0017,2576-0025,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-f92d6fb27e2bca9e,Journal of International Economics,0022-1996,1873-0353,A*,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-287f69fd7d893247,Journal of International Finance and Economics,1555-6336,,C,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-48dc0946c4b11e56,Journal of International Financial Management and Accounting,0954-1314,1467-646X,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-22b51d74cf3e7963,"Journal of International Financial Markets, Institutions and Money",1042-4431,1873-0612,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,17
journal-3e71f335f0d0d601,Journal of International Money and Finance,0261-5606,1873-0639,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,5
journal-f0d643a9e29fe715,JOURNAL OF INTERNATIONAL STUDIES,2071-8330,2306-3483,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-468a11a013825682,Journal of Investing,1068-0896,2168-8613,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3a22c273a9ff20c0,Journal of Knowledge Management,1367-3270,1758-7484,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-3b5323a68b4552dc,Journal of Labor Research,0195-3613,1936-4768,B,3505,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-306db3e1604d0bfe,Journal of Law and Education,0275-6072,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c0bbedd9eafe67cf,Journal of Law Finance and Accounting,2380-5005,2380-5013,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a26f3d40076a3111,Journal of Magnetism and Magnetic Materials,0304-8853,1873-4766,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c933a9e6398c2016,Journal of Management,0149-2063,1557-1211,A*,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-04291b5b8bc660c7,Journal of Management Accounting Research,1049-2127,1558-8033,A*,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,19
journal-d026fa4649f4ae04,Journal of Management Control,2191-4761,2191-477X,A,3501,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-ecdd62383e4cfa1d,Journal of Management Information Systems,0742-1222,1557-928X,A*,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-ce3a7b27a0fe5aea,Journal of Mathematical Psychology,0022-2496,1096-0880,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-16a2cac615ee5538,Journal of Mathematical Sociology,0022-250X,1545-5874,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-1379dfff263acd67,Journal of Multinational Financial Management,1042-444X,1873-1309,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7153082b0947e111,Journal of Neuroscience,0270-6474,1529-2401,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e986fbfb7d15a088,Journal of Official Statistics,0282-423X,2001-7367,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-8f3dacc5080e5bd0,Journal of Orthopedics Traumatology and Rehabilitation,0975-7341,2347-3746,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-258e8ba91b099c82,Journal of patient-centered research and reviews,2330-068X,2330-0698,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a23228e908e5d84f,Journal of Pensions Economics and Finance,1474-7472,1475-3022,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-283c8739bacba74d,Journal of Portfolio Management,0095-4918,2168-8656,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-784cac594b7c01be,Journal of Public Health,0943-1853,1613-2238,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-4f5146cbf692fde6,"Journal of Real Estate Research, The",0896-5803,2691-1175,B,3504,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-69053da04f00987d,Journal of Remote Sensing,2694-1589,2694-1589,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-e61e6a333e10401c,Journal of Research in Personality,0092-6566,1095-7251,B,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-f7a161dcdf831a2a,Journal of Reviews on Global Economics,1929-7092,,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-6aeba7981e6a92e4,Journal of risk and financial management,1911-8074,1911-8074,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,3
journal-46ecd95fcbf86876,Journal of risk and financial management,1911-8066,1911-8074,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,12
journal-9d0f4feb1d1e95dc,Journal of Risk and Insurance,0022-4367,1539-6975,A,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-2880c0043b791313,Journal of Rural Studies,0743-0167,1873-1392,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a33ab856c5c3adaa,Journal of strategy and management,1755-425X,1755-4268,B,3507,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c46843fd10a0b1d8,Journal of Sustainable Finance and Investment,2043-0795,,B,3502,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-a20124395cf52511,Journal of Systems and Software,0164-1212,1873-1228,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9d808b7ad744724e,Journal of Teaching and Learning,1492-1154,1911-8279,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-c09e7e91bc384573,Journal of the American College of Surgeons,1072-7515,1879-1190,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-34e2e4f83b5c69ba,Journal of the American Geriatrics Society,0002-8614,1532-5415,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-bf2c8331e0053a52,Journal of the American Statistical Association,0162-1459,1537-274X,A*,4905,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-42b22e4941d99eef,Journal of the American Taxation Association,0198-9073,1558-8017,A,4801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-7632449a7a996a1f,Journal of the Asia Pacific Economy,1354-7860,1469-9648,B,3801,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-311700b5f60fcdd4,Journal of the Association for Information Systems,1536-9323,,A*,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,11
journal-01281b49abde838d,Journal of the Knowledge Economy,1868-7865,1868-7873,C,3899,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-15a4e0f57a2f53b5,Journal of Thermal Analysis and Calorimetry,1388-6150,1572-8943,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-6a9d65e5b50c417a,Journal of Time Series Analysis,0143-9782,1467-9892,A,3802,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-5d62c8ac71bbfec1,Journal of Travel Medicine,1195-1982,1708-8305,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,2
journal-bae93e4c0b1d6a2b,Journal of Urban Management,2226-5856,2589-0360,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-39106f9613d35759,JOURNAL STUDIA UNIVERSITATIS BABES-BOLYAI NEGOTIA,1224-8738,2065-9636,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-9ccbe32a57896858,Knowledge and Process Management,1092-4604,1099-1441,B,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-86e5e665934de9da,Knowledge Management Research & Practice,1477-8238,1477-8246,A,4609,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-0dc963a0dd8d799e,Kybernetes,0368-492X,1758-7883,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-88d52c6677090295,Labour History,0023-6942,1839-3039,A,3505,ISSN/eISSN,matched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-be68a882d425195e,Lecture notes in business information processing,1865-1348,1865-1356,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-beb71651fc646aff,Lecture notes in computer science,0302-9743,1611-3349,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,4
journal-9e0050f6430b8ac6,Lecture notes in economics and mathematical systems,0075-8442,2196-9957,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,13
journal-efe0a8e3266693da,Lecture notes in networks and systems,2367-3370,2367-3389,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
journal-abfbfedae80beaeb,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",1867-8211,1867-822X,,,unmatched,unmatched,2025-v2-270526,,,,,not_collected,not_collected,not_collected_from_clarivate,,1
