name,title,year,journal,doi,source,screened_reason
Jun Yu,Functionalized titania nanotube composite membranes for high temperature proton exchange membrane fuel cells,2011,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.02.030,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Multi-component energy modeling and optimization for sustainable dry gear hobbing,2019,Energy,10.1016/j.energy.2019.115911,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Impregnation of amine-tailored titanate nanotubes in polymer electrolyte membranes,2012,Journal of Membrane Science,10.1016/j.memsci.2012.08.025,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Investigating the partial plastic formation mechanism of typical scratches on silicon wafers induced by rogue particles during chemical mechanical polishing,2024,Materials Science in Semiconductor Processing,10.1016/j.mssp.2024.108666,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Temporal variations of 7Be and 210Pb activity concentrations in the atmospheric aerosols during 2018–2019 in Beijing, China and their correlations with meteorological parameters",2023,Journal of Environmental Radioactivity,10.1016/j.jenvrad.2023.107162,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Molecular dynamics simulations of the absorption of polymer chains on the Ψ-graphene nanotubes,2023,Physica B Condensed Matter,10.1016/j.physb.2023.415582,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Alignment aberrations compensation for near-cylinder surface stitching interferometry with near-null Computer-Generated Hologram based on Legendre-Fourier polynomials,2024,Measurement,10.1016/j.measurement.2024.115000,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on the backpressure and backflow of a ferrofluid linear pump,2024,Sensors and Actuators A Physical,10.1016/j.sna.2024.115537,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Novel C/ZnO/ZnFe2O4@ZnIn2S4 double S-scheme heterojunction for efficient photocatalytic degradation of tetracycline hydrochloride,2024,Journal of Photochemistry and Photobiology A Chemistry,10.1016/j.jphotochem.2024.116221,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Design of Type II heterojunction Bi2WO6/CoSe2 with unique floral structure and its efficient degradation of tetracycline,2025,Journal of Alloys and Compounds,10.1016/j.jallcom.2025.181470,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Adaptive Quantized Control for a Class of Hysteresis Nonlinear System With Irregular Constraints and Its Application to Piezoelectric Positioning Stage,2025,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2025.3538918,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Recognizing indoor formaldehyde in binary gas mixtures with a micro gas sensor array and a neural network,2007,Measurement Science and Technology,10.1088/0957-0233/18/9/034,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Thermal stability of porous A-type carbonated hydroxyapatite spheres,2007,Materials Letters,10.1016/j.matlet.2007.06.001,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Impregnation of imidazole functionalized polyhedral oligomeric silsesquioxane in polymer electrolyte membrane for elevated temperature fuel cells,2013,RSC Advances,10.1039/c3ra40640g,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Synthesis of 1,4,5,8,9,12-hexabromododecahydrotriphenylene and its application in constructing polycyclic thioaromatics",2009,Chemical Communications,10.1039/b904477a,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,ZHENG classification in Traditional Chinese Medicine based on modified specular-free tongue images,2012,2012 IEEE International Conference on Bioinformatics and Biomedicine Workshops,10.1109/bibmw.2012.6470318,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bayesian and Empirical Bayesian Forests,2015,International Conference on Machine Learning,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Transient Liquid Phase Bonding Using AgSn-Alloys for Stress Reduced Sensor Mounting,2018,2018 IEEE 68th Electronic Components and Technology Conference (ECTC),10.1109/ectc.2018.00052,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Volatile Organic Gas Recognition Using Conducting Polymer Sensor Array,2003,Materials science forum,10.4028/www.scientific.net/msf.439.344,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,End Plate Effects on the Performance of PEMFCs During Cold Start Process,2021,Journal of The Electrochemical Society,10.1149/1945-7111/ac4377,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Toward Optimal Filler Cell Insertion with Complex Implant Layer Constraints,2023,2023 60th ACM/IEEE Design Automation Conference (DAC),10.1109/dac56929.2023.10247752,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Simulink modeling of memristor, memcapacitor, meminductor and their characteristics analysis",2018,Acta Physica Sinica,10.7498/aps.67.20172674,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Information loss in volatility measurement with flat price trading,2023,Advanced studies in theoretical and applied econometrics,10.1007/978-3-031-48385-1_19,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Study of variation of pore properties in gravel soil under triaxial loading based on discrete element method,2021,Current Science,10.18520/cs/v121/i6/801-809,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for a finite variance in stock return distributions,2001,Elsevier eBooks,10.1016/b978-075064751-9.50007-2,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Overview of research progress on 3-D face recognition,2020,Journal of Tsinghua University(Science and Technology),10.16511/j.cnki.qhdxxb.2020.21.016,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Estimation of WTP with Point and Self-selected Interval Responses,2011,Edward Elgar Publishing eBooks,10.4337/9781849808811.00009,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Simulation analysis of SR motor speed regulation system based on PI control,2022,Journal of Physics Conference Series,10.1088/1742-6596/2268/1/012009,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Ultra-precision machining and testing of reflector mirrors for extreme ultraviolet and X-ray,2022,Optics and Precision Engineering,10.37188/ope.20223021.2688,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Diagenetic Evolution of Marine Carbonate Reservoirs: A Case Study from M51-2 Submember of Middle Ordovician Majiagou Formation in SE Ordos Basin, China",2023,Geofluids,10.1155/2023/5042768,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Diels–Alder approach to trans-trisbicyclo[2.2.1]heptabenzene derivative,2008,Tetrahedron Letters,10.1016/j.tetlet.2008.08.007,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,An Asymptotic Solution for Call Options on Zero-Coupon Bonds,2021,Mathematics,10.3390/math9161940,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Construction of hydrogenation station based on electrolytic water hydrogen production technology and design specification of hydrogen-electricity complementary smart energy system,2022,"7th International Symposium on Advances in Electrical, Electronics, and Computer Engineering",10.1117/12.2640495,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on smart grid access control based on CP-ABE,2023,Atlantis highlights in engineering/Atlantis Highlights in Engineering,10.2991/978-94-6463-308-5_45,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Research on Friction Compensation Feedforward Control for Linear Motors Based on the Prandtl-Ishlinskii Model,2024,2024 International Conference on Advanced Mechatronic Systems (ICAMechS),10.1109/icamechs63130.2024.10818733,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A whale optimization algorithm with Q-learning and processing-sequence-based distance for solving distributed blocking multi-product batch plant scheduling with sequence-dependent set-up times,2025,Engineering Optimization,10.1080/0305215x.2025.2519637,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,An efficient method for maximum likelihood estimation of a stochastic volatility model,2008,Statistics and Its Interface,10.4310/sii.2008.v1.n2.a6,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Posterior-based Wald-type statistic for hypothesis testing,2022,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Fractional order based robust right coprime factorization control for an inverted pendulum,2016,2016 International Conference on Advanced Mechatronic Systems (ICAMechS),10.1109/icamechs.2016.7813439,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Modelling and adaptive control of NAO robot arm,2021,International Journal of Advanced Mechatronic Systems,10.1504/ijamechs.2021.116488,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Effects of Organic Farming on Yield and Quality of Hybrid Japonica Rice,2015,ACTA AGRONOMICA SINICA,10.3724/sp.j.1006.2015.00458,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Genesis and Significance of Quartz Cement in Sandstones,2000,World Geology,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Big Data Аnalysis in Smart Grid Systems,2023,"Proceedings of the 18th IMEKO TC10 Conference on Measurement for Diagnostics, Optimisation and Control",10.21014/tc10-2022.019,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Multi-Hierarchy Variable Fuzzy Evaluation Method of Planning Design Scheme of Urban Traffic Facilities,2013,Applied Mechanics and Materials,10.4028/www.scientific.net/amm.321-324.1934,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Modelling and adaptive control of NAO robot arm,2021,International Journal of Advanced Mechatronic Systems,10.1504/ijamechs.2021.10039575,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Asymptotics for Quasi-Maximum Likelihood Estimators of GARCH(1,2) Model Under Dependent Innovations",2003,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Design and Implementation of a Nearly Nyquist Polyphase Filter Structure Sampling Rate Converter for 5G Systems,2023,2023 5th International Academic Exchange Conference on Science and Technology Innovation (IAECST),10.1109/iaecst60924.2023.10502667,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecasting Volatility in the New Zealand Stock Market,1999,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Optimization of Synthesis Conditions of Indigotindisulfonate Lithium Based on Orthogonal Experimental Design Method,2020,World Journal of Applied Chemistry,10.11648/j.wjac.20200501.11,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A New Method of Calculating Water Invasion for Heavy Oil Reservoir by Steam Injection,2007,Proceedings of Production and Operations Symposium,10.2523/106233-ms,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"Livestock, learning and diagnostics: New directions in veterinary tele-medicine",2009,2009 International Conference on Information and Communication Technologies and Development (ICTD),10.1109/ictd.2009.5426736,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for Multiple Bubbles: Historical Episodes of Exuberance and Collapse in the S&P 500,2013,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Dating the Timeline of Financial Bubbles During the Subprime Crisis,2010,,10.2139/ssrn.1676272,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for Multiple Bubbles,2012,,10.2139/ssrn.1981976,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for Multiple Bubbles: Historical Episodes of Exuberance and Collapse in the S&P 500,2013,,10.2139/ssrn.2327609,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Testing for Multiple Bubbles: Limit Theory of Real Time Detectors,2013,,10.2139/ssrn.2327633,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Explosive Behavior in the 1990s Nasdaq: When did Exuberance Escalate Asset Values?,2009,,10.2139/ssrn.1413830,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Limit Theory for Dating the Origination and Collapse of Mildly Explosive Periods in Time Series Data,2009,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Deviance Information Criterion for Comparing Stochastic Volatility Models,2002,,10.2139/ssrn.320023,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecasting Volatility:Evidence from the German Stock Market,2001,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Empirical Characteristic Function Estimation and its Applications,2004,,10.2139/ssrn.553701,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Maximum Likelihood and Gaussian Estimation of Continuous Time Models in Finance,2007,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bugs for a Bayesian Analysis of Stochastic Volatility Models,2001,,10.2139/ssrn.267491,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Indirect Inference for Dynamic Panel Models,2006,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A New Hedonic Regression for Real Estate Prices Applied to the Singapore Residential Market,2014,,10.2139/ssrn.2533017,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Empirical Characteristic Function in Time Series Estimation,2001,,10.2139/ssrn.267490,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Information Loss in Volatility Measurement with Flat Price Trading,2007,Levine's Bibliography,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Specification Sensitivity in Right-Tailed Unit Root Testing for Explosive Behavior,2012,,10.2139/ssrn.1981951,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Locational marginal pricing in ERCOT market,2006,2006 IEEE Power Engineering Society General Meeting,10.1109/pes.2006.1708980,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymptotic Distributions of the Least Squares Estimator for Diffusion Processes,2010,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Explosive Behavior and the Nasdaq Bubble in the 1990s: When Did Irrational Exuberance Escalate Asset Values?,2007,,10.2139/ssrn.972730,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Automated Likelihood Based Inference for Stochastic Volatility Models,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bias in the Mean Reversion Estimator in Continuous-Time Gaussian and Lévy Processes,2013,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A New Bayesian Unit Root Test in Stochastic Volatility Models,2010,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,"MCMC Methods for Estimating Stochastic Volatility Models with Liverage Effects: Comments on Jacquier, Polson and Rossi (2002)",2002,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Two-Stage Realized Volatility Approach to the Estimation for Diffusion Processes from Discrete Observations,2005,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Deviance Information Criterion for Bayesian Model Selection: Justification and Variation,2017,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,In-fill Asymptotic Theory for Structural Break Point in Autoregression: A Unified Theory,2017,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Estimating the GARCH Diffusion: Simulated Maximum Likelihood in Continuous Time,2010,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Leasing as a Mitigation of Financial Accelerator Effects,2021,,10.2139/ssrn.3997300,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Weak Identification of Long Memory with Implications for Inference,2022,,10.2139/ssrn.4140818,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A class of nonlinear stochastic volatility models,2006,Advances in intelligent systems research/Advances in Intelligent Systems Research,10.2991/jcis.2006.87,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Estimation of Hyperbolic Diffusion Using MCMC Method,2017,RePEc: Research Papers in Economics,10.4225/03/5934f62b272d8,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Double Asymptotics for Explosive Continuous Time Models,2011,,10.2139/ssrn.2316345,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Warning Signs of Future Asset Bubbles,2011,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymmetric Response of Volatility: Evidence from Stochastic Volatility Models and Realized Volatility,2004,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Random Coefficient Continuous Systems: Testing for Extreme Sample Path Behaviour,2017,,10.2139/ssrn.3085943,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymptotic Theory for Rough Fractional Vasicek Models,2018,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Detecting Bubbles in Hong Kong Residential Property Market,2012,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Semiparametric Stochastic Volatility Model,2008,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecasting Realized Volatility Using A Nonnegative Semiparametric Model,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bias in the Estimation of the Mean Reversion Parameter in Continuous Time Models,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Gaussian Estimation of Continuous Time Models of the Short Term Interest Rate,2001,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Consistency of Maximum Likelihood Estimators for the Reduced Regime-Switching GARCH Model,2005,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Optimal Jackknife for Discrete Time and Continuous Time Unit Root Models,2011,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Double Asymptotics for an Explosive Continuous Time Model,2011,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bubble testing under deterministic trends,2017,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Posterior-Based Wald-Type Statistic for Hypothesis Testing,2018,,10.2139/ssrn.3184330,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Estimation and Inference of fractional continuous-time model with discrete-sampled data,2019,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Econometric Analysis of Continuous Time Models: A Survey of Peter Phillips' Work and Some New Results,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Efficient Estimation of the Stochastic Volatility Model by the Empirical Characteristic FunctionMethod,1999,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Class of Nonlinear Stochastic Volatility Models and Its Implications on Pricing Currency Options,2017,RePEc: Research Papers in Economics,10.26180/5073922,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Simulated Maximum Likelihood Estimation of Continuous Time Stochastic Volatility Models,2009,RePEc: Research Papers in Economics,10.1108/s0731-9053(2010)0000026009,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Panel Clustering Approach to Analyzing Bubble Behavior,2022,,10.2139/ssrn.4043996,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,The Technical Default Spread,2021,,10.2139/ssrn.3957036,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Multivariate Stochastic Volatility Models Based on Generalized Fisher Transformation,2024,,10.2139/ssrn.4985298,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Test Statistic and Its Application in Modelling Daily Stock Returns,1999,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Forecasting Realized Volatility Using a Nonnegative Semiparametric Time Series Model,2010,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,On Stiffness in Affine Asset Pricing Models,2005,,10.2139/ssrn.676203,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bayesian Analysis of Bubbles in Asset Prices,2014,,10.2139/ssrn.2400050,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymptotic Theory for Estimating the Persistent Parameter in the Fractional Vasicek Model,2016,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Econometric methods and data Science techniques: A review of two strands of literature and an introduction to hybrid methods,2020,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Maximum Likelihood Estimation for the Fractional Vasicek Model,2019,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bayesian Analysis of Structural Credit Risk Models with Microstructure Noises,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Specification Sensitivities in Right-Tailed Unit Root Testing for Financial Bubbles,2011,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,New Distribution Theory for the Estimation of Structural Break Point in Mean,2016,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Multivariate Stochastic Volatility Models: Bayesian Estimation and Model Comparison,2004,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Stimulated Maximum Likelihood Estimation of Continuous Time Stochastic Volatility Models,2009,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymptotic Theory for Estimating Drift Parameters in the Fractional Vasicek Model,2017,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Asymptotic properties of least squares estimator in local to unity processes with fractional Gaussian noises,2020,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A High Capacity and High-Rate Anode Material for Lithium-Ion Batteries Based on Bimetallic CoNi-MOFs,2020,ChemRxiv,10.26434/chemrxiv.12579131.v1,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Efficient Approximation of Gromov-Wasserstein Distance Using Importance Sparsification,2022,arXiv (Cornell University),10.48550/arxiv.2205.13573,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Core-Elements for Large-Scale Least Squares Estimation,2022,arXiv (Cornell University),10.48550/arxiv.2206.10240,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Exploiting and Tailoring 1:2 Internal Resonance in a Stepped Beam Micromechanical Resonator,2023,,10.2139/ssrn.4436268,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,YOLO-based Semantic Communication with Generative AI-aided Resource Allocation for Digital Twins Construction,2023,arXiv (Cornell University),10.48550/arxiv.2306.14138,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Multiplayer Battle Game-Inspired Optimizer for Complex Optimization Problems,2023,,10.2139/ssrn.4677898,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Investigating the Partial Plastic Formation Mechanism of Typical Scratches on Silicon Wafers Induced by Rogue Particles During Chemical Mechanical Polishing,2024,,10.2139/ssrn.4761781,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Deviance Information Criterion for Bayesian Model Selection:Theoretical Justification and Applications,2024,,10.2139/ssrn.4836404,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,[Appropriate application of statistical analysis method in medical science and technology articles].,2005,PubMed,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Simulated Maximum Likelihood Estimation for Latent Diffusion Models,2011,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Warning System for Property Bubbles,2011,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Conversation with Eric Ghysels,2010,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Measurement and High Finance,2010,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Conversation with Eric Ghysels Co-President of the Society for Financial Econometrics,2010,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Using Financial Econometrics to Measure Risk,2010,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Singapore Inflation Expectations: Expecting the Unexpected,2012,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Deviance Information Criterion as a ModelComparison Criterion for Stochastic VolatilityModels,2002,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,ZnO Nanorods Synthesized in Large-Scale via Sonochemical Method and its Sensing Potential towards Methyl Mercaptan,2009,Materials science forum,10.4028/www.scientific.net/msf.620-622.493,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Test for Finite Variance Stock Return Distributions,2000,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,On Bias in the Estimation of Structural Break Points,2014,RePEc: Research Papers in Economics,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Bayesian Chi-Squared Test for Hypothesis,2015,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,Bias in the Mean Reversion Estimator in Continuous-Time Gaussian,2013,,,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
Jun Yu,A Bayesian specification test,2015,Singapore Management University Institutional Knowledge (InK) (Singapore Management University),,OpenAlex,common-name OpenAlex cluster; no business-journal evidence for this row
