researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Income Tax Formula, GST Formula and Tax Rate Schedules","Australian Tax Analysis: Cases, Commentary, Commercial Applications & Questions",2001,Book Chapters,,,Boccabella D,,pp. 10 - 27,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,International Taxation,"Australian Tax Analysis: Cases, Commentary, Commercial Applications & Questions",2001,Book Chapters,,,Boccabella D,,pp. 781 - 868,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Non-commercial losses,"Australian Tax Analysis: Cases, Commentary, Commercial Applications & Questions",2001,Book Chapters,,,Boccabella D,,pp. 1 - 18,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Overview of Book,"Australian Tax Analysis: Cases, Commentary, Commercial Applications & Questions",2001,Book Chapters,,,Boccabella D,,pp. 1 - 9,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Taxation of Partnerships,"Australian Tax Analysis: Cases, Commentary, Commercial Applications & Questions",2001,Book Chapters,,,Boccabella D,,pp. 593 - 645,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Chapters 1, 10, 11 and 12",Teachers' Manual for Income Tax Analysis,1999,Book Chapters,,,Boccabella D,,,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Chapters 1, 10, 11 and 12","Income Tax Analysis: Cases, Questions and Commercial Applications",1998,Book Chapters,,,Boccabella D,,,Law Book Company,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Can Death Concession Rule Maintain Eternal Pre-CGT Asset Status for Entity Owned Assets?,AUSTRALIAN TAX REVIEW,2025,Journal articles,,,Boccabella D,54,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Capital payment in place of dividend issue in Ierna case: Selected observations,Weekly Tax Bulletin,2024,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Discretionary trust income allocations: Can ATO successfully challenge exercise of trustee’s discretion?,Weekly Tax Bulletin,2024,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Ierna case restructure: Was the Division 615 rollover really available?,Weekly Tax Bulletin,2024,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Streaming of partnership receipts to partners: An initial contribution,The Tax Specialist,2024,Journal articles,10.3316/informit.T2024042600008892121589371,https://search.informit.org/doi/10.3316/informit.T2024042600008892121589371,Boccabella D,27,pp. 146 - 152,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Burton case (only 50% foreign income tax offset) presents challenge for assessable income limb of the GAAR,Weekly Tax Bulletin,2023,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,COVID-19 pandemic and working at home: Reminder to query ATO statements denying home occupancy expense claims,Weekly Tax Bulletin,2023,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Clough case re payout of employee entitlements on takeover of employer: Analysis questionable on 2 fronts,Weekly Tax Bulletin,2023,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Deduction for loss on sale of owner-occupied dwelling in Bowerman: Where to from here?,Weekly Tax Bulletin,2023,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Reviewing Burton: Has the Australia-U.S. Tax Treaty’s FTC Article Failed to Deliver?,Tax Notes International,2023,Journal articles,,,Boccabella D,111,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Section 100A does not apply where under 18-year old beneficiary is entitled: Another mystery surrounding discretionary trusts?,Weekly Tax Bulletin,2023,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Although 36 years late, repeal of s 82A better late than never",Weekly Tax Bulletin,2022,Journal articles,,https://anzlaw.thomsonreuters.com/Document/Iec0d02c3857b11ec831a9b63d4a99eb9/View/FullText.html?transitionType=Default&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Australia’s denial of depreciation deductions for second-hand assets used in residential rental properties: Rationales appear obscure,Australian Tax Forum,2022,Journal articles,,,Boccabella D,37,pp. 165 - 189,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Is deduction denial a viable policy for persistent and sector wide overclaiming of selected expenses?,Weekly Tax Bulletin,2022,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Land realisations where no profit purpose at time of acquisition: Analysis should align with model or paradigm purpose rule,Weekly Tax Bulletin,2022,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The taxable facts as at 30 June rule from Carter does not have universal application: A reminder,Weekly Tax Bulletin,2022,Journal articles,,https://anzlaw.thomsonreuters.com/Document/I499a1649d27e11ec831a9b63d4a99eb9/View/FullText.html?transitionType=Default&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Valid disclaimer of trustee appointed trust income creates timely present entitlement for default income beneficiary?,Weekly Tax Bulletin,2021,Journal articles,,,Boccabella D; Hanna N,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Franked distributions of trusts: systematic method of allocating them and other taxable income, with analysis of defective provisions",Australian Tax Forum,2021,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Partnership accounting profit/loss differs from its taxable income/tax loss: Why zero or little commentary in tax literature?,Weekly Tax Bulletin,2021,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Review of Australian discretionary trust and foreign beneficiaries’ foreign net capital gains: Desirable but unlikely,Weekly Tax Bulletin,2021,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Deemed Dividend Rules: Tax Free Extraction of Profits and Exploitation of Structural Foundations of the Income Tax Regime,Australian Tax Review,2020,Journal articles,,https://ssrn.com/abstract=3665857,Boccabella D; Manwaring K,49,pp. 87 - 109,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Myer isolated transactions doctrine (first strand) at 33-year anniversary,The Tax Specialist,2020,Journal articles,,https://search-informit-com-au.wwwproxy1.library.unsw.edu.au/documentSummary;dn=315679817682876;res=IELAPA,Boccabella D,24,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"The age of the home worker - Part 2: calculation of home occupancy expenses, deduction apportionment and partial loss of CGT main residence exemptions","Australian Tax Forum: a journal of taxation policy, law and reform",2019,Journal articles,,,Bain K; Boccabella D,34,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 1,Weekly Tax Bulletin,2019,Journal articles,,,Boccabella D; Blissenden M,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 2,Weekly Tax Bulletin,2019,Journal articles,,,Boccabella D; Blissenden M,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 3,Weekly Tax Bulletin,2019,Journal articles,,,Boccabella D; Blissenden M,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Streaming of Franking Credits Curtailed by Bamford-Induced Amendments - an Unintended Consequence?,AUSTRALIAN TAX REVIEW,2019,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000508198900003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Freudenberg B; Boccabella D,48,pp. 190 - 218,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The age of the home worker – part 1: deductibility of home occupancy expenses,"Australian Tax Forum: a journal of taxation policy, law and reform",2018,Journal articles,,,Bain K; Boccabella D,33,pp. 1 - 43,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Net capital gains of trusts: A systematic method of allocating those gains and other taxable income and analysis of problematic and anomalous issues,AUSTRALIAN TAX REVIEW,2018,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000442497100004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Boccabella D,47,pp. 128 - 159,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,The implementation of the goods and services tax in Malaysia: Potential issues perceived by business taxpayers,Journal of the Australasian Tax Teachers Association,2018,Journal articles,,,Santhariah A; Tran-Nam B; Boccabella D; Rametse N,13,pp. 351 - 397,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Who Bears the Burden for Business Losses: To What Extent Are Liability Issues of Business Structures Taught in Australian Accounting Degrees?,COMPANY AND SECURITIES LAW JOURNAL,2017,Journal articles,,,Boccabella D; Freudenberg B,35,pp. 235 - 260,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Division 7A and s 109 associate taxpayer rule allows for “manufacture” of taxpaying units with adult tax-free threshold: some food for thought,Weekly Tax Bulletin,2017,Journal articles,,,Boccabella D; Lawrence S,,pp. 1626 - 1630,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Taxation of SMSF Capital gains where total super balance exceeds $1.6m: Can trustee use unapplied net capital losses,Weekly Tax Bulletin,2017,Journal articles,,,Boccabella D; Lawrence S,17,pp. 545 - 547,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Determining proper taxpayer for a ""notional"" net capital gain on vesting of a discretionary trust asset is problematic",AUSTRALIAN TAX REVIEW,2017,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000426964200004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Boccabella D,46,pp. 193 - 210,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Labor’s alternative minimum income tax for discretionary trust allocations,Retirement & Estate Planning Bulletin,2017,Journal articles,,,Boccabella D,19,pp. 200 - 203,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Labor’s proposed discretionary trust tax reform: Is there an over-taxation problem?,Weekly Tax Bulletin,2017,Journal articles,,,Boccabella D,,pp. 545 - 547,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"ATO's new individual professional practitioner (IPP) taxing measure: background, context and policy analysis",Australian Tax Law Bulletin,2016,Journal articles,,,Bain KE; Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Negative gearing - Is another judicial view possible?,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D; Lawrence S,,pp. 825 - 829,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Can stakeholders be satisfied with accountants' education to act as advisors to self managed superannuation funds?,Financial Planning Research Journal,2016,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Car depreciation cost base limit: Why are cars singled out for deduction denial of luxury expenditure?,Australian Tax Law Bulletin,2016,Journal articles,,,Boccabella D,,pp. 101 - 102,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Home office expenses: claiming occupancy costs when the employer does not provide a workplace,Australian Tax Law Bulletin,2016,Journal articles,,,Boccabella D,,pp. 165 - 171,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Professionals' tax break overturned,CCH Tax Week,2016,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Recording entitlement rule in new trust streaming provisions: Has Parliament handed a tax-planning gift to tax planners?,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Recording entitlement rule in trust streaming provisions allows for creation of mismatches,Tax Specialist,2016,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,SOME COMMENTS ON THE ROLE OF A REVIEWER (REFEREE) OF AN ARTICLE,JOURNAL OF THE AUSTRALASIAN TAX TEACHERS ASSOCIATION,2016,Journal articles,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000393483600002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,Boccabella D,11,pp. IV - VI,,,,UNSW staff profile
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Step-up in cost base for MIT investors where “over-taxation” occurs: What about closely held trusts,Weekly Tax Bulletin,2016,Journal articles,,,Boccabella D,,,,,,UNSW staff profile
