researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,abdc_self_reported,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Supervisory Factors Affecting Job Satisfaction in Public Accounting Firms,Australian Accounting Review,2000,Journal articles,,,Monroe G; Soutar G; Clabaugh CA,3,10,pp. 65 - 72,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Effects of Counterexplanation and Source of Hypothesis on Developing Audit Judgment,Accounting Education,1999,Journal articles,,,Monroe G; Chung J,2,8,pp. 111 - 126,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Major Fraud by People in Positions of Financial Trust in Australia,Balkan Law Review,1999,Journal articles,,,Monroe G; Kapardis M,2,2,pp. 26 - 36,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Gender Differences in Information Processing: An Empirical Test of the Hypothesis Confirming Strategy in an Audit Context,Accounting and Finance,1998,Journal articles,10.1111/1467-629X.00013,http://dx.doi.org/10.1111/1467-629X.00013,Monroe G; Chung J,2,38,pp. 265 - 279,,,0.89921848,UNSW staff profile,False,63,1.7226,0810-5391,W2042920426
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Effect of Audit Training and Experience on the Attention Given to Relevant and Irrelevant Information When Assessing Inherent Risk,International Journal of Business Studies,1998,Journal articles,,,Monroe G; Waters R,2,6,pp. 63 - 77,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Voluntary Environmental Disclosure by Australian Listed Mineral Mining Companies: An Application of Stakeholder Theory,The International Journal of Accounting and Business Society,1997,Journal articles,,http://ijabs.ub.ac.id/index.php/ijabs/article/view/124/115,Monroe G; Christopher; Humoto S,3,5,pp. 42 - 66,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Risikoorientierte Jahresabachlußprufung und Inharentes Risiko - Zur Bedeutung der Faktoren des Inharenten Risikos,Betriebswirtschaftliche Forschung Und Praxis,1997,Journal articles,,,Monroe G; Ng J; Quick R,3,3,pp. 209 - 228,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Relation Between Audit Firm Size and Audit Quality: An Empirical Investigation of Australian Audits,Perspectives on Contemporary Auditing,1997,Journal articles,,,Monroe G; Tan E,2,,pp. 35 - 47,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Risikoorientierte jahresabschlußprüfung und inhärentes risiko - Zur bedeutung der faktoren des inhärenten risikos,Betriebswirtschaftliche Forschung Und Praxis,1997,Journal articles,,,Quick R; Monroe GS; Ng JKL; Woodliff DR,4,1997,pp. 209 - 228,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,U.K .Auditors Perceptions of Inherent Risk,British Accounting Review,1996,Journal articles,10.1006/bare.1996.0003,http://dx.doi.org/10.1006/bare.1996.0003,Monroe G; Ng J; Woodliff D; Lyon; ng J,5,28,pp. 45 - 72,,,0.90971671,UNSW staff profile,True,24,2.4573,0890-8389,W2067176057
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Effect of Training and Experience on the Organisation of Auditors’ Inherent Risk Knowledge,International Journal of Business Studies,1996,Journal articles,,,Monroe G; Waters R,2,4,pp. 67 - 88,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,DIFFERENTIAL INFORMATION AND THE UNDERPRICING OF INITIAL PUBLIC OFFERINGS: AUSTRALIAN EVIDENCE,Accounting Finance,1995,Journal articles,10.1111/j.1467-629X.1995.tb00278.x,http://dx.doi.org/10.1111/j.1467-629X.1995.tb00278.x,How JCY; Izan HY; Monroe GS,3,35,pp. 87 - 105,,,0.9171831,UNSW staff profile,True,85,2.7422,0810-5391,W2010787649
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Factors Affecting Auditors’ Perceptions of Audit Quality,Accountability and Performance Journal,1995,Journal articles,,http://research-repository.uwa.edu.au/en/publications/factors-affecting-auditors-perceptions-of-audit-quality(3b6342c1-5d54-4bb9-b38a-109c6998f232).html,Monroe G; Chang M,2,1,pp. 19 - 56,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,"The Impact of Inherent Risk, Control Risk and Analytical Review Results on Auditors' Planning Judgments for the Purchases, Cash Disbursements, and Inventory Cycle",Accountability and Performance Journal,1995,Journal articles,,http://research-repository.uwa.edu.au/en/publications/the-impact-of-inherent-risk-control-risk-and-analytical-review-results-on-auditors-planning-judgments-for-the-purchases-cash-disbursements-and-inv,Monroe G; Chang M,2,1,pp. 31 - 54,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Differential Information and the Underpricing of Initial Public Offerings: Australian Evidence,Accounting and Finance,1995,Journal articles,10.1111/j.1467-629X.1996.tb00278.x,http://dx.doi.org/10.1111/j.1467-629X.1996.tb00278.x,Monroe G; Izan H; How J,3,35,pp. 87 - 106,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Efficiency of Expert Systems as a Technique for Modelling Audit Judgement,International Journal of Business Studies,1995,Journal articles,,http://research-repository.uwa.edu.au/en/publications/the-efficiency-of-expert-systems-as-a-technique-for-modelling-audit-judgement(bfdc8a88-c2b2-479d-b82f-5207bf700ebb).html,Monroe G; Lloyd P; Goldschmidt P,3,3,pp. 13 - 28,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Effect of Audit Committees on the Likelihood of Receiving a Qualified Audit Opinion,Perspectives on Contemporary Auditing,1995,Journal articles,,,Monroe G; Robinson P; Teh SS,3,,pp. 17 - 31,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Great Expectations: Public Perceptions of the Auditor’s Role,"Australian Accounting Review,",1994,Journal articles,,,Monroe G; Woodliff D,2,,pp. 42 - 53,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Audit Expectation Gap: Messages Communicated Through the Unqualified Audit Report,Perspectives on Contemporary Auditing,1994,Journal articles,,,Monroe G; Woodliff D,2,,pp. 47 - 56,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,A Laboratory Investigation of the Effects of Limiting Auditors’ Liability,International Journal of Business Studies,1994,Journal articles,,,Monroe G,1,2,pp. 17 - 40,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,An Empirical Investigation of the Audit Expectation Gap: Australian Evidence,Accounting and Finance,1994,Journal articles,,,Monroe G,1,,,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Importance of Inherent Risk Factors: Auditors’ Perception,Australian Accounting Review,1993,Journal articles,,,Monroe G; Ng J; Woodliff D,3,3,pp. 34 - 46,,,,UNSW staff profile,,,,,
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Importance Of Inherent Risk Factors: Auditors‘ Perceptions,Australian Accounting Review,1993,Journal articles,10.1111/j.1835-2561.1993.tb00370.x,http://dx.doi.org/10.1111/j.1835-2561.1993.tb00370.x,Monroe GS; Ng JKL; Woodliff DR,3,3,pp. 34 - 46,,,0.91331889,UNSW staff profile,True,9,2.8909,1035-6908,W2033790469
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,PREDICTING UNCERTAINTY AUDIT QUALIFICATIONS IN AUSTRALIA USING PUBLICLY AVAILABLE INFORMATION,Accounting Finance,1993,Journal articles,10.1111/j.1467-629X.1993.tb00200.x,http://dx.doi.org/10.1111/j.1467-629X.1993.tb00200.x,Monroe GS; Teh ST,2,33,pp. 79 - 106,,,0.8708118,UNSW staff profile,False,73,1.4454,0810-5391,W2078883088
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,THE EFFECT OF EDUCATION ON THE AUDIT EXPECTATION GAP,Accounting Finance,1993,Journal articles,10.1111/j.1467-629X.1993.tb00195.x,http://dx.doi.org/10.1111/j.1467-629X.1993.tb00195.x,Monroe GS; Woodliff DR,2,33,pp. 61 - 78,,,0.95682614,UNSW staff profile,True,130,5.7817,0810-5391,W2068478643
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Limiting Auditors‘ Liability: The Potential Consequences,Australian Accounting Review,1992,Journal articles,10.1111/j.1835-2561.1992.tb00135.x,http://dx.doi.org/10.1111/j.1835-2561.1992.tb00135.x,Monroe GS; Juliana N; Wellington AJ,3,1,pp. 16 - 26,,,0.82579476,UNSW staff profile,False,2,1.1506,1035-6908,W1990612922
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Earnings Disaggregation and Market Efficiency,SSRN Electronic Journal,,Journal articles,10.2139/ssrn.3711802,http://dx.doi.org/10.2139/ssrn.3711802,Han M; Jackson AB; Monroe GS,3,,,,,,UNSW staff profile,,2,,1556-5068,W3111632796
Kate Morgan,https://www.unsw.edu.au/staff/kate-morgan,UNSW Sydney,Accounting,Pivoting in a COVID-19 teaching environment: developing interactive teaching approaches and online assessments to improve students’ experiences,Accounting Research Journal,2021,Journal articles,10.1108/ARJ-09-2020-0302,http://dx.doi.org/10.1108/ARJ-09-2020-0302,Morgan KL; Chen W,2,34,pp. 313 - 322,,,0.80771698,UNSW staff profile,False,7,1.1975,1030-9616,W3171067467
Kate Morgan,https://www.unsw.edu.au/staff/kate-morgan,UNSW Sydney,Accounting,The effect of brainstorming guidelines on individual auditors’ identification of potential frauds,Australian Journal of Management,2018,Journal articles,10.1177/0312896217728560,http://dx.doi.org/10.1177/0312896217728560,Chen W; Khalifa AS; Morgan KL; Trotman KT,4,43,pp. 225 - 240,,,0.73311307,UNSW staff profile,False,11,0.4115,0312-8962,W2766798481
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Commentary on ‘Accounting for Inflation: The Dog That Didn't Bark,Abacus,2024,Journal articles,10.1111/abac.12316,http://dx.doi.org/10.1111/abac.12316,Morris RD,1,60,pp. 13 - 20,,,,UNSW staff profile,,0,,0001-3072,W4391750956
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The Impact of IFRS on the Use of Private Debt Covenants: International Evidence,Journal of International Accounting Research,2022,Journal articles,10.2308/JIAR-2021-085,http://dx.doi.org/10.2308/JIAR-2021-085,Li J; Lim Y; Morris RD,3,21,pp. 125 - 150,,,0.8025999,UNSW staff profile,False,4,1.1784,1542-6297,W4224323008
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The value relevance of fair value and historical cost measurements during the financial crisis,Accounting and Finance,2021,Journal articles,10.1111/acfi.12655,http://dx.doi.org/10.1111/acfi.12655,Liao L; Kang H; Morris RD,3,61,pp. 2069 - 2107,,,0.94487511,UNSW staff profile,True,29,4.6534,0810-5391,W3038440378
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Coping with COVID: pivoting perspectives from teaching a third-year undergraduate financial accounting course,Accounting Research Journal,2021,Journal articles,10.1108/ARJ-09-2020-0295,http://dx.doi.org/10.1108/ARJ-09-2020-0295,Morris RD; Dai L; De Groote S; Holmes E; Lau L; Li CK; Nguyen P,7,34,pp. 279 - 289,,,0.78626522,UNSW staff profile,False,4,1.11,1030-9616,W3145663842
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Earnings Co-Movements and the Informativeness of Earnings,"Abacus: a journal of accounting, finance and business studies",2020,Journal articles,10.1111/abac.12200,http://dx.doi.org/10.1111/abac.12200,Li C; Jackson A; Morris R,3,56,pp. 295 - 319,,,0.89611563,UNSW staff profile,False,12,2.4818,0001-3072,W3080660440
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The impact of legal efficacy on value relevance of the three-level fair value measurement hierarchy,Pacific Basin Finance Journal,2020,Journal articles,10.1016/j.pacfin.2019.101259,http://dx.doi.org/10.1016/j.pacfin.2019.101259,Liao L; Yao D; Kang H; Morris RD,4,59,,,,0.9033557,UNSW staff profile,True,20,2.517,0927-538X,W2993825036
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Commentary: Where is International Accounting Research Going? Issues Needing Further Investigation,Journal of International Accounting Auditing and Taxation,2019,Journal articles,10.1016/j.intaccaudtax.2019.100286,http://dx.doi.org/10.1016/j.intaccaudtax.2019.100286,Gordon EA; Gotti G; Ho JH; Mora A; Morris RD,5,37,,,,,UNSW staff profile,,19,,1061-9518,W2988311647
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Disclosure Overload? An Empirical Analysis of International Financial Reporting Standards Disclosure Requirements,Abacus,2019,Journal articles,10.1111/abac.12148,http://dx.doi.org/10.1111/abac.12148,Saha A; Morris RD; Kang H,3,55,pp. 205 - 236,,,0.96545721,UNSW staff profile,True,29,7.1316,0001-3072,W2922815806
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Evolution of intangible asset accounting: Evidence from Australia,Journal of International Financial Management and Accounting,2018,Journal articles,10.1111/jifm.12081,http://dx.doi.org/10.1111/jifm.12081,Dinh T; Kang H; Morris RD; Schultze W,4,29,pp. 247 - 279,,,0.87050661,UNSW staff profile,False,9,1.9038,0954-1314,W2794057856
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The determinants of voluntary strategy disclosure: an international comparison,Accounting Research Journal,2018,Journal articles,10.1108/ARJ-10-2015-0126,http://dx.doi.org/10.1108/ARJ-10-2015-0126,Morris R; Tronnes PC,2,31,pp. 423 - 441,,,0.97109613,UNSW staff profile,True,35,8.3444,1030-9616,W2883775215
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Robert Henry (Bob) Parker (September 1932-July 2016) Obituary,ECONOMIC AND LABOUR RELATIONS REVIEW,2017,Journal articles,10.1177/1035304617706256,http://dx.doi.org/10.1177/1035304617706256,Morris RD,1,28,pp. 349 - 351,,,0.06689005,UNSW staff profile,False,0,0.0,1035-3046,W2618310800
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The Phoenix rises: The Australian accounting standards board and IFRS adoption,Journal of International Accounting Research,2017,Journal articles,10.2308/jiar-10545,http://dx.doi.org/10.2308/jiar-10545,Morris RD,1,16,pp. 155 - 157,,,,UNSW staff profile,,0,,1542-6297,W2769121257
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The determinants and value relevance of banks' discretionary loan loss provisions during the financial crisis,Journal of Contemporary Accounting and Economics,2016,Journal articles,10.1016/j.jcae.2016.07.001,http://dx.doi.org/10.1016/j.jcae.2016.07.001,Morris RD; Kang H; Jie J,3,12,pp. 176 - 190,,,0.97485404,UNSW staff profile,True,52,8.7189,1815-5669,W2460046761
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,"Book review: Jane Gleeson-White, Six Capitals: The Revolution Capitalism Has to Have – or Can Accountants Save the Planet?",The Economic and Labour Relations Review,2015,Journal articles,10.1177/1035304615613036,http://dx.doi.org/10.1177/1035304615613036,Morris RD,1,26,pp. 689 - 693,,,0.34648914,UNSW staff profile,False,0,0.0,1035-3046,W2576899431
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The persistence of international accounting differences as measured on transition to IFRS,Accounting and Business Research,2014,Journal articles,10.1080/00014788.2014.987202,http://dx.doi.org/10.1080/00014788.2014.987202,Hellman N; Gray SJ; Morris RD; Haller A,4,,,,,0.95890563,UNSW staff profile,True,24,6.0386,0001-4788,W2037076091
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Preparers' Perceptions of the Costs and Benefits of IFRS: Evidence from Australia's Implementation Experience,Accounting Horizons,2014,Journal articles,10.2308/acch-50609,http://dx.doi.org/10.2308/acch-50609,Morris RD; Gray SJ; Pickering J; Aisbitt S,4,28,pp. 143 - 173,,,0.98616692,UNSW staff profile,True,65,14.0092,0888-7993,W2131673377
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Corporate governance and earnings management: An Australian perspective,Corporate Ownership and Control,2013,Journal articles,,http://www.virtusinterpress.org/IMG/pdf/Helen_Kang_Sidney_Leung_Richard_D-Morris_Sidney_J-_Gray_paper_COC__Volume_10_Issue_3_Spring_2013_.pdf,Kang H; Leung S; Gray SJ; Morris RD,4,10,pp. 95 - 113,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Information asymmetry of fair value accounting during the financial crisis,Journal of Contemporary Accounting & Economics,2013,Journal articles,10.1016/j.jcae.2013.10.001,http://dx.doi.org/10.1016/j.jcae.2013.10.001,Kang HH; Liao L; Morris RD,3,9,pp. 221 - 236,,,0.91943458,UNSW staff profile,True,44,3.1404,1815-5669,W2046528569
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,An investigation of the relationship between use of international accounting standards and source of company finance in Germany,ABACUS - A Journal of Accounting Finance and Business Studies,2012,Journal articles,10.1111/j.1467-6281.2012.00373.x/pdf,http://dx.doi.org/10.1111/j.1467-6281.2012.00373.x/pdf,Morris RD; Tarca A; Moy M,3,49,pp. 74 - 98,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The Value Relevance of Transparency and Corporate Governance in Malaysia Before and After the Asian Financial Crisis,ABACUS - A Journal of Accounting Finance and Business Studies,2011,Journal articles,10.1111/j.1467-6281.2011.00339.x,http://dx.doi.org/10.1111/j.1467-6281.2011.00339.x,Morris RD; Pham T; Gray SJ,3,47,pp. 205 - 233,,,0.9666782,UNSW staff profile,True,41,7.7844,0001-3072,W1536086700
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The Split Equity Reform and Corporate Financial Transparency in China,Accounting Research Journal,2010,Journal articles,10.1108/10309611011060515,http://dx.doi.org/10.1108/10309611011060515,Green WJ; Morris RD; Tang H,3,23,pp. 20 - 48,,,0.87513074,UNSW staff profile,False,13,1.3105,1030-9616,W1991551392
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Equity Accounting Adoption in Regulated and Unregulated Settings: An Empirical Study,ABACUS - A Journal of Accounting Finance and Business Studies,2006,Journal articles,10.1111/j.1467-6281.2006.00187.x,http://dx.doi.org/10.1111/j.1467-6281.2006.00187.x,Morris RD; Gordon I,2,42,pp. 22 - 42,,,0.88637115,UNSW staff profile,False,12,1.3475,0001-3072,W2006556866
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,"Washington Consensus, Emerging Economies and Company Financial Reporting:  An Appraisal",Research in Accounting in Emerging Economies,2004,Journal articles,,,Hooper VJ; Morris RD,2,6,pp. 93 - 116,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Financial Reporting Practices of Indonesian Companies Before And After The Asian Financial Crisis,Asia Pacific Journal of Accounting and Economics,2004,Journal articles,,,Morris RD; Ho BU; Pham TM; Gray SJ,4,11,pp. 193 - 221,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Corporate Transparency in an International Accounting Context,Indian Accounting Review,2004,Journal articles,,,Susilowati I; Morris RD; Gray SJ,3,8,pp. 1 - 23,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Economic Determinants of Depreciation Accounting in Late Nineteenth Century Britain,"Accounting, Business and Financial History",2003,Journal articles,,,"Morris RD; Carlon, S",2,13,pp. 275 - 303,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The influence of U.S. GAAP on the harmony of accounting measurement policies of large companies in the U.K. and Australia,ABACUS - A Journal of Accounting Finance and Business Studies,2001,Journal articles,10.1111/1467-6281.00089,http://dx.doi.org/10.1111/1467-6281.00089,Parker RH; Morris RD,2,37,pp. 297 - 328,,,0.94240286,UNSW staff profile,True,49,3.5994,0001-3072,W2096505932
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,International harmony measures of accounting policy:comparative statistical properties,Accounting and Business Research,1998,Journal articles,,,Morris RD; Parker RL,2,,pp. 73 - 86,,,,UNSW staff profile,,,,,
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,The equity accounting saga in Australia: cyclical standard setting,ABACUS - A Journal of Accounting Finance and Business Studies,1996,Journal articles,10.1111/j.1467-6281.1996.tb00457.x,http://dx.doi.org/10.1111/j.1467-6281.1996.tb00457.x,Morris RD; Gordon I,2,32,pp. 153 - 177,,,0.87803334,UNSW staff profile,False,14,2.2323,0001-3072,W2044852694
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Distributable Profit in Nineteenth Century British Regulated Industries,"Accounting, Business and Financial History",1993,Journal articles,10.1080/09585209300000044,http://dx.doi.org/10.1080/09585209300000044,Morris RD,1,3,pp. 165 - 195,,,0.9302404,UNSW staff profile,True,15,3.5301,0958-5206,W2067958426
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Distributable Profit in Britain Since 1980: A Critical Appraisal,"ABACUS: a journal of accounting, finance and business studies",1991,Journal articles,10.1111/j.1467-6281.1991.tb00254.x,http://dx.doi.org/10.1111/j.1467-6281.1991.tb00254.x,Morris RD,1,27,pp. 15 - 31,,,0.26914153,UNSW staff profile,False,6,0.0,0001-3072,W2046250937
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Audit Firm Lobbying on Proposed Disclosure Requirements,Australian Journal of Management,1990,Journal articles,10.1177/031289629001500203,http://dx.doi.org/10.1177/031289629001500203,Deegan C; Morris RD; Stokes D,3,15,pp. 261 - 280,,,0.30384144,UNSW staff profile,False,20,0.0,0312-8962,W2030773924
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,"Signalling, Agency Theory and Accounting Policy Choice",Accounting and Business Research,1987,Journal articles,10.1080/00014788.1987.9729347,http://dx.doi.org/10.1080/00014788.1987.9729347,Morris RD,1,18,pp. 47 - 56,,,0.3372093,UNSW staff profile,False,542,0.0,0001-4788,W2067060814
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Lee v. Neuchatel Asphalte Company (1889) and Depreciation Accounting: Two Empirical Studies,Accounting and Business Research,1986,Journal articles,10.1080/00014788.1986.9729783,http://dx.doi.org/10.1080/00014788.1986.9729783,Morris RD,1,17,pp. 71 - 81,,,0.92569659,UNSW staff profile,True,19,2.7922,0001-4788,W1991880714
Richard Morris,https://www.unsw.edu.au/staff/richard-morris1,UNSW Sydney,Accounting,Corporate Disclosure in a Substantially Unregulated Environment,"ABACUS: a journal of accounting, finance and business studies",1984,Journal articles,10.1111/j.1467-6281.1984.tb00191.x,http://dx.doi.org/10.1111/j.1467-6281.1984.tb00191.x,Morris RD,1,20,pp. 52 - 86,,,0.96874475,UNSW staff profile,True,22,10.1483,0001-3072,W2035863335
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Operational Proximity and Cross-border Shareholder Monitoring,Journal of Financial and Quantitative Analysis,2026,Journal articles,10.1017/S0022109026102932,http://dx.doi.org/10.1017/S0022109026102932,Moshirian F; Pham P; Tak JJ,3,,,,,0.00223686,UNSW staff profile,False,0,0.0,0022-1090,W4394585569
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Trust and Corporate Ownership Structure,SSRN Electronic Journal,2026,Journal articles,10.2139/ssrn.6728481,http://dx.doi.org/10.2139/ssrn.6728481,zhang S; Liu L; Moshirian F; Zhang B,4,,,,,,UNSW staff profile,,0,,1556-5068,W7160509742
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Opportunities and challenges associated with the development of FinTech and Central Bank Digital Currency,Journal of Financial Stability,2024,Journal articles,10.1016/j.jfs.2024.101280,http://dx.doi.org/10.1016/j.jfs.2024.101280,Claessens S; Cong LW; Moshirian F; Park CY,4,73,,,,0.99082893,UNSW staff profile,True,27,17.6282,1572-3089,W4399035677
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Foreign Ties That Bind: Cross-Border Firm Expansions and Fund Portfolio Allocation Around the World,Journal of Financial and Quantitative Analysis,2023,Journal articles,10.1017/S0022109022000941,http://dx.doi.org/10.1017/S0022109022000941,Moshirian F; Pham PK; Tian S; Wu E,4,58,pp. 1768 - 1807,,,0.87279196,UNSW staff profile,False,10,1.949,0022-1090,W4296098313
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Stock Market Liberalization and Innovation,",Journal of Financial Economics,2021,Journal articles,10.1016/j.jfineco.2020.08.018,http://dx.doi.org/10.1016/j.jfineco.2020.08.018,Moshirian F; Zhang B; Tian X,3,139,pp. 985 - 1014,,,0.99955883,UNSW staff profile,True,398,53.6687,0304-405X,W3123197402
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"The way forward for banks during the COVID-19 crisis and beyond: Government and central bank responses, threats to the global banking industry",Journal of Banking and Finance,2021,Journal articles,10.1016/j.jbankfin.2021.106303,http://dx.doi.org/10.1016/j.jbankfin.2021.106303,N Berger A; Demirgüç-Kunt A; Moshirian F; Saunders A,4,133,,,,,UNSW staff profile,,47,,0378-4266,W3193908808
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,How Do Foreign Institutional Investors Enhance Firm Innovation.,Journal of Financial and Quantitative Analysis,2017,Journal articles,10.1017/S0022109017000497,http://dx.doi.org/10.1017/S0022109017000497,Luong H; Moshirian F; Nguyen L; Xuan T; Zhang B,5,52,pp. 1449 - 1490,,,0.99874626,UNSW staff profile,True,507,47.1921,0022-1090,W3125622685
