researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id,review_reason
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,Magnetic Resonance Imaging Exploration of the Human Brain During 10 kHz Spinal Cord Stimulation for Failed Back Surgery Syndrome: A Resting State Functional Magnetic Resonance Imaging Study,Neuromodulation Technology at the Neural Interface,2019,Journal Articles,10.1111/ner.12954,https://doi.org/10.1111/ner.12954,Sander De Groote; Lisa Goudman; Ronald Peeters; Bengt Linderoth; Peter Van Schuerbeek; Stefan Sunaert; Mats De Jaeger; Ann De Smedt; Maarten Moens,9,23,46-55,Elsevier BV,0.95998881,OpenAlex,True,34,5.2666,1094-7159,W2937998232,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,Effects of spinal cord stimulation on voxel-based brain morphometry in patients with failed back surgery syndrome,Clinical Neurophysiology,2020,Journal Articles,10.1016/j.clinph.2020.07.024,https://doi.org/10.1016/j.clinph.2020.07.024,Sander De Groote; Lisa Goudman; Peter Van Schuerbeek; Ronald Peeters; Stefan Sunaert; Bengt Linderoth; José De Andrés; Philippe Rigoard; Mats De Jaeger; Maarten Moens,10,131,2578-2587,Elsevier BV,0.93583855,OpenAlex,True,20,3.4581,1388-2457,W3082485113,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,The influence of High Dose Spinal Cord Stimulation on the descending pain modulatory system in patients with failed back surgery syndrome,NeuroImage Clinical,2019,Journal Articles,10.1016/j.nicl.2019.102087,https://doi.org/10.1016/j.nicl.2019.102087,Sander De Groote; Lisa Goudman; Ronald Peeters; Bengt Linderoth; Peter Van Schuerbeek; Stefan Sunaert; Mats De Jaeger; Ann De Smedt; José De Andrés; Maarten Moens,10,24,102087-102087,Elsevier BV,0.87869036,OpenAlex,False,18,2.2164,2213-1582,W2986785394,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,A Regions of Interest Voxel‐Based Morphometry Study of the Human Brain During High‐Frequency Spinal Cord Stimulation in Patients With Failed Back Surgery Syndrome,Pain Practice,2020,Journal Articles,10.1111/papr.12922,https://doi.org/10.1111/papr.12922,Sander De Groote; Lisa Goudman; Bengt Linderoth; Félix Buyck; Philippe Rigoard; Mats De Jaeger; Peter Van Schuerbeek; Ronald Peeters; Stefan Sunaert; Maarten Moens,10,20,878-888,Wiley,0.88152582,OpenAlex,False,16,2.3048,1530-7085,W3031453238,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,Association Between Spinal Cord Stimulation and Top-Down Nociceptive Inhibition in People With Failed Back Surgery Syndrome: A Cohort Study,Physical Therapy,2019,Journal Articles,10.1093/ptj/pzz051,https://doi.org/10.1093/ptj/pzz051,Lisa Goudman; Raf Brouns; Sander De Groote; Mats De Jaeger; Eva Huysmans; Patrice Forget; Maarten Moens,7,99,915-923,Oxford University Press,0.82710674,OpenAlex,False,10,1.6547,0031-9023,W2925104868,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Sander De Groote,https://www.unsw.edu.au/staff/sander-de-groote,UNSW Sydney,Accounting,Does Spinal Cord Stimulation Really Influence Sleep?,Neuromodulation Technology at the Neural Interface,2018,Journal Articles,10.1111/ner.12850,https://doi.org/10.1111/ner.12850,Mats De Jaeger; Lisa Goudman; Sander De Groote; Philippe Rigoard; O. Monlezun; Maarten Moens,6,22,311-316,Elsevier BV,0.59795191,OpenAlex,False,6,0.2847,1094-7159,W2894017556,name+institution,A5053427457,probable name collision: only 0 of 8 in a business journal
Alexander Dickerson,https://www.unsw.edu.au/staff/alexander-dickerson,UNSW Sydney,Finance,"Auslegung: a journal of philosophy, Volume 27, Number 2 (Summer/Fall, 2004): Book Review",Auslegung a Journal of Philosophy,2004,Journal Articles,10.17161/ajp.1808.9539,https://doi.org/10.17161/ajp.1808.9539,Alexander Dickerson,1,,,University of Kansas,0.335905,OpenAlex,False,0,0.0,0733-4311,W4229891776,name+institution,A5056196639,journal is not on the ABDC list
Mathieu Fournier,https://www.unsw.edu.au/staff/mathieu-fournier,UNSW Sydney,Finance,Sampling and analytical methodology development for the determination of primary and secondary low molecular weight amines in ambient air,Journal of Environmental Monitoring,2008,Journal Articles,10.1039/b719091n,https://doi.org/10.1039/b719091n,Mathieu Fournier; Jacques Lesage; Claude Ostiguy; Huu Van Tra,4,10,379-379,Royal Society of Chemistry,0.83876044,OpenAlex,False,23,1.7159,1464-0325,W2145198071,name+institution,A5054453061,journal is not on the ABDC list
Mathieu Fournier,https://www.unsw.edu.au/staff/mathieu-fournier,UNSW Sydney,Finance,Labor Relations in the National Hockey League: A Model of Transnational Collective Bargaining,Marquette law review,2009,Journal Articles,,,Mathieu Fournier; Dominic Roux,2,20,147,Marquette University Law School,0.11536151,OpenAlex,False,7,0.0,0025-3987,W1601491749,name+institution,A5054453061,journal is not on the ABDC list
Mathieu Fournier,https://www.unsw.edu.au/staff/mathieu-fournier,UNSW Sydney,Finance,Les relations de travail dans la Ligue nationale de hockey : un modèle de négociation collective transnationale ?,Les Cahiers de droit,2009,Journal Articles,10.7202/029660ar,https://doi.org/10.7202/029660ar,Mathieu Fournier; Dominic Roux,2,49,481-511,Faculté de droit de l'université Laval,0.21225206,OpenAlex,False,0,0.0,0007-974X,W2094858511,name+institution,A5054453061,journal is not on the ABDC list
Mathieu Fournier,https://www.unsw.edu.au/staff/mathieu-fournier,UNSW Sydney,Finance,Diagnostic multiscalaire de la vulnérabilité des aquifères karstiques face au risque ruissellement-érosion,Techniques Sciences Méthodes,2023,Journal Articles,10.36904/tsm/202312099,https://doi.org/10.36904/tsm/202312099,Aurélien Maurié; Edouard Patault; Valentin Landemaine; Jérôme Ledun; Pierre‐Yann David; Olivier Cerdan; Marielle Deman; Benoit MARDUEL; Manuel Fossa; Jean-François CLOSET; Jean-François Ouvry; Didier Pennequin; Mathieu Fournier,13,,99-119,,0.1557744,OpenAlex,False,0,0.0,0299-7258,W4392870544,name+institution,A5054453061,journal is not on the ABDC list
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,Hip arthroscopy versus best conservative care for the treatment of femoroacetabular impingement syndrome (UK FASHIoN): a multicentre randomised controlled trial,The Lancet,2018,Journal Articles,10.1016/s0140-6736(18)31202-9,https://doi.org/10.1016/s0140-6736(18)31202-9,Damian Griffin; Edward Dickenson; Peter Wall; Felix Achana; Jenny Donovan; James M. Griffin; Rachel Hobson; Charles Hutchinson; Marcus Jepson; Nick Parsons; Stavros Petrou; Alba Realpe; Joanna S. Smith; Nadine E. Foster; Siobhan Stevens; Elke Gemperlé Mannion; Jaclyn Brown; Marc J. Philippon; Martín Beck; John O’Donnell; DJ Robinson; Ivor Hughes; David J. Hunter; Kim L. Bennell; C. E. Bache; Callum McBryde; Angelos Politis; Marcus Bankes; Marc J. George; G. Bartlett; M.R. Norton; Tim Board; Aslam Mohammed; Asim Rajpura; Michael Cronin; Wael Dandachli; Johan Witt; S.J. Eastaugh-Waring; Max Fehily; Darren Fern; Richard Field; Giles H. Stafford; Aresh Hashemi-Nejad; Tahir Khan; Venu Kavathapu; Nigel Kiely; John Paul Whitaker; Paul Latimer; Sanjeev Madan; Ajay Malviya; Sanjeev Patil; Manoj Ramachandran; Seb Sturridge; Phillip Thomas; Craig A. White; Matthew Wilson; Mark R. Williams; Emma Jones; Simon Baker; Joanna Stanton; Charlotte Nicholls; Alison Smeatham; Lucie Gosling; Katte MacFarlane; Fraser Pressdee; Gareth Dickinson; Karen Boulton; Jill Goss; Rina Venter; Jamila Kassam; Rachel Simmons; Kathryn Poll; Thomas Bergmann; Margaret Pilkington; Jo Armstrong; Daniel R. Wright; Philippa Dolphin; Kelly Bainbridge; Miles Callum; Anthony Lewis; Evonne Smith; Veronica Cornes; Joanna Benfield; Katie Monnington; Emma Stewart; Steven Borrill; Megan Pinches; Sam Dawson; Noël Harding; Matthew Willis; D WINSLOW MOORE; Andrew MacCauley; David T. Cooke; Rebecca Fleck; Julliet Ball; Peter Morrison; Michael Kennedy; Sylvia Turner; Charlotte Bryant; Kirsten Harris,100,391,2225-2235,Elsevier BV,0.99964975,OpenAlex,True,560,59.5755,0099-5355,W2806593840,name+institution,A5030594245,journal is not on the ABDC list
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,Using Bayesian Analysis to Quantify Uncertainty in Radiometer Measurements,Journal of Verification Validation and Uncertainty Quantification,2020,Journal Articles,10.1115/1.4049301,https://doi.org/10.1115/1.4049301,Jennifer P. Spinti; Sean T. Smith; Philip J. Smith; Noël Harding; Kaitlyn Scheib; Teri Draper,6,6,,ASM International,0.71329279,OpenAlex,False,8,0.5923,2377-2158,W3112895972,name+institution,A5030594245,journal is not on the ABDC list
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,Forearm compartment pressures and grip strength in elite motorbike racers with chronic exertional compartment syndrome,Journal of Orthopaedic Surgery and Research,2021,Journal Articles,10.1186/s13018-021-02765-z,https://doi.org/10.1186/s13018-021-02765-z,Dominic O’Dowd; Heike Romer; Richard T. Hughes; Noël Harding; Samantha Ball; Filippo Migliorini; Nicola Maffulli,7,16,603-603,BioMed Central,0.72890957,OpenAlex,False,6,0.8136,1749-799X,W3207149480,name+institution,A5030594245,journal is not on the ABDC list
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,THE ATIKOKAN DIGITAL TWIN: BAYESIAN PHYSICS-BASED MACHINE LEARNING FOR LOW-LOAD FIRING IN THE ATIKOKAN BIOMASS UTILITY BOILER,International Journal of Energy for a Clean Environment,2022,Journal Articles,10.1615/interjenercleanenv.2022039232,https://doi.org/10.1615/interjenercleanenv.2022039232,Philip J. Smith; Sean T. Smith; Oscar Díaz-Ibarra; John C. Parra-Álvarez; Jeremy N. Thornock; Jennifer P. Spinti; Noël Harding; Les Marshall; Braden Fischer,9,23,63-78,Begell House,0.30474432,OpenAlex,False,2,0.0967,2150-3621,W4213116871,name+institution,A5030594245,journal is not on the ABDC list
Hien Hoang,https://www.unsw.edu.au/staff/hien-hoang,UNSW Sydney,Accounting,Effect of silver content on the remineralization and antimicrobial performance of silver-substituted hydroxyapatite,Ceramics International,2026,Journal Articles,10.1016/j.ceramint.2026.02.418,https://doi.org/10.1016/j.ceramint.2026.02.418,Hien Hoang; Thi Hanh Nhi Nguyen; Hai My Dao; Van Dat Doan; Anh Jr Tran; Van Thuan Le,6,52,18574-18586,Elsevier BV,0.13725345,OpenAlex,False,0,0.0,0272-8842,W7132842455,name+institution,A5078929546,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Interpretation of the Infrared Spectra of Metal-Stearate Salts,Applied Spectroscopy Practica,2024,Journal Articles,10.1177/27551857241253834,https://doi.org/10.1177/27551857241253834,Peter Larkin; Andrew B. Jackson,2,2,,SAGE Publishing,0.91518977,OpenAlex,True,18,2.9789,2755-1857,W4398211386,name+institution,A5028361129,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Investigation into laminate design of open carbon–fibre/epoxy sections by quasi–static and dynamic crushing,Composite Structures,2011,Journal Articles,10.1016/j.compstruct.2011.04.032,https://doi.org/10.1016/j.compstruct.2011.04.032,Andrew B. Jackson; S. Dutton; Andrew J. Gunnion; D. Kelly,4,93,2646-2654,Elsevier BV,0.89352729,OpenAlex,False,56,2.804,0263-8223,W2126896643,name+institution,A5028361129,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Synthesis and reactivity of oxygen ligated molybdenum(II) carbonyl complexes,Polyhedron,2014,Journal Articles,10.1016/j.poly.2014.06.007,https://doi.org/10.1016/j.poly.2014.06.007,Joseph Becica; Andrew B. Jackson; Brian Koronkiewicz; Nicholas A. Piro; W. Scott Kassel; Nathan M. West,6,84,51-58,Elsevier BV,0.53778346,OpenAlex,False,2,0.1521,0277-5387,W2083883971,name+institution,A5028361129,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,CYTOP® 366: A Tertiary Phosphine Inaccessible by Most Traditional Hydrophosphination Methods,ChemistryOpen,2024,Journal Articles,10.1002/open.202300264,https://doi.org/10.1002/open.202300264,Dino Amoroso; Jeff Dyck; Andrew B. Jackson; Michael Humeniuk; Eleanor Kendrick; Angelo Melaragni; Michael T. Moser; Izabela Wiater‐Protas; Serguei Zavorine; J.L. Markham,10,13,e202300264-e202300264,WileyOpen,0.30911977,OpenAlex,False,1,0.1153,2191-1363,W4390544229,name+institution,A5028361129,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Development of site-directed radiopharmaceuticals for treatment of prostate cancer,Journal of Nuclear Medicine,2011,Journal Articles,,,Brieanne E. Wienhoff; Suzanne M. Shaffer; Stephanie Doll; Silvia S. Jurisson; Martin W. Brechbiel; Prasant Kumar Nanda; Andrew B. Jackson; Charles J. Smith,8,52,2456-2456,Society of Nuclear Medicine and Molecular Imaging,0.08764102,OpenAlex,False,0,0.0,0161-5505,W1942224861,name+institution,A5028361129,journal is not on the ABDC list
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,An Experiment in Governmental Futures Thinking: long-term insights briefings,Policy Quarterly,2024,Journal Articles,10.26686/pq.v20i2.9485,https://doi.org/10.26686/pq.v20i2.9485,Malcolm Menzies; Andrew B. Jackson; J.R. Boston,3,20,64-75,Institute for Governance and Policy Studies,0.08752033,OpenAlex,False,0,0.0,2324-1098,W4396718966,name+institution,A5028361129,journal is not on the ABDC list
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,"From Tissue Physoxia to Cancer Hypoxia, Cost-Effective Methods to Study Tissue-Specific O2 Levels in Cellular Biology",International Journal of Molecular Sciences,2022,Journal Articles,10.3390/ijms23105633,https://doi.org/10.3390/ijms23105633,Carlos Filho; Alexandra T. Glinos; Yeejin Jang; Eny Maria Goloni‐Bertollo; Rogério M. Castilho; Cristiane H. Squarize,6,23,5633-5633,Multidisciplinary Digital Publishing Institute,0.51542193,OpenAlex,False,6,0.4215,1422-0067,W4280620490,name+institution,A5069096026,probable name collision: only 0 of 9 in a business journal
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,Novel Epigenetic Modifiers of Histones Presenting Potent Inhibitory Effects on Adenoid Cystic Carcinoma Stemness and Invasive Properties,International Journal of Molecular Sciences,2024,Journal Articles,10.3390/ijms25031646,https://doi.org/10.3390/ijms25031646,Paulo Sérgio Souza Pina; Yeejin Jang; Carolina Emerick; João Figueira Scarini; Suzana Cantanhede Orsini Machado de Sousa; Cristiane H. Squarize; Rogério M. Castilho,7,25,1646-1646,Multidisciplinary Digital Publishing Institute,0.63224221,OpenAlex,False,4,0.6217,1422-0067,W4391315565,name+institution,A5069096026,probable name collision: only 0 of 9 in a business journal
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,HIGH THROUGHPUT DRUG SCREENING OF SMALL MOLECULES TARGETING ADENOID CYSTIC CARCINOMA FROM THE SALIVARY GLANDS,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,2023,Journal Articles,10.1016/j.oooo.2023.03.063,https://doi.org/10.1016/j.oooo.2023.03.063,Paulo Sérgio Souza Pina; Yeejin Jang; Suzana Cantanhede Orsini Machado de Sousa; Cristiane H. Squarize; Rogério M. Castilho,5,136,e30-e30,Elsevier BV,0.13730067,OpenAlex,False,0,0.0,2212-4403,W4380768828,name+institution,A5069096026,probable name collision: only 0 of 9 in a business journal
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,THE EFFECT OF EPIGENETIC DRUGS INHIBITION ON CANCER STEM CELLS IN ADENOID CYSTIC CARCINOMA LESIONS OF THE SALIVARY GLAND.,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,2024,Journal Articles,10.1016/j.oooo.2023.12.622,https://doi.org/10.1016/j.oooo.2023.12.622,Carolina Emerick; Yeejin Jang; Luan César Silva; Pablo Agustín Vargas; Cristiane H. Squarize; Rogério M. Castilho,6,137,e278-e279,Elsevier BV,0.05066292,OpenAlex,False,0,0.0,2212-4403,W4399445986,name+institution,A5069096026,probable name collision: only 0 of 9 in a business journal
Yeejin Jang,https://www.unsw.edu.au/staff/yeejin-jang,UNSW Sydney,Finance,NEW HISTONE MODIFICATION COMPOUNDS TO TREAT MUCOEPIDERMOID CARCINOMA IDENTIFIED BY HIGH THROUGHPUT SCREENING.,Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,2024,Journal Articles,10.1016/j.oooo.2023.12.612,https://doi.org/10.1016/j.oooo.2023.12.612,Luan César Silva; Yeejin Jang; Pablo Agustín Vargas; Cristiane H. Squarize; Rogério M. Castilho,5,137,e276-e276,Elsevier BV,0.12490977,OpenAlex,False,0,0.0,2212-4403,W4399446068,name+institution,A5069096026,probable name collision: only 0 of 9 in a business journal
